X,Y,OBJECTID,DESCRIP15,BUSINESS15,USECLASS15,CVR15_POST,EASTING,NORTHING,ADDRESS
324786,673219,4011,sports equipement & clothing,Run 4 It,Class 1,EH3 9BE,324786,673219,108-110 LOTHIAN ROAD
324787,673210,4012,funeral directors,W.T. Dunbar & Sons,Class 1,EH3 9BE,324787,673210,112 LOTHIAN ROAD
324788,673202,4013,caf‚,Pickle & Custard,Class 3,EH3 9BE,324788,673202,116 LOTHIAN ROAD
324792,673159,4014,sandwiches,Subway,Class 1,EH3 9BG,324792,673159,122 LOTHIAN ROAD
324793,673154,4015,hot food take-away,Greggs,SUI GENERIS,EH3 9BG,324793,673154,126 LOTHIAN ROAD
324795,673148,4016,sporting goods,Football Nation,Class 1,EH3 9BG,324795,673148,128 LOTHIAN ROAD
324797,673136,4017,vacant,vacant,Vacant,EH3 9BG,324797,673136,130 LOTHIAN ROAD
324799,673129,4018,sandwiches,Philpott's,Class 1,EH3 9BG,324799,673129,132 LOTHIAN ROAD
324800,673122,4019,tanning studio,Indigo Sun,Class 11,EH3 9BG,324800,673122,134 LOTHIAN ROAD
324801,673115,4020,grocer / convenience store,Scotmid,Class 1,EH3 9BG,324801,673115,136 LOTHIAN ROAD
324802,673107,4021,beauty salon,Pure Nail & Beauty,Class 1,EH3 9BG,324802,673107,138 LOTHIAN ROAD
324803,673101,4022,furniture,Futon Company,Class 1,EH3 9BG,324803,673101,140 LOTHIAN ROAD
324805,673094,4023,mixed durable goods,Poundstretcher,Class 1,EH3 9BG,324805,673094,142 LOTHIAN ROAD
324806,673087,4024,chemist,Superdrug,Class 1,EH3 9BG,324806,673087,144 LOTHIAN ROAD
325832,673220,4025,Restaurant,Paradise Palms,SUI GENERIS,EH1 1HB,325832,673220,41 LOTHIAN STREET
325826,673213,4026,restaurant & bar,Boteco de Brasil,Class 3,EH1 1HB,325826,673213,47 LOTHIAN STREET
323853,677060,4027,vacant,vacant,Vacant, ,323853,677060, 
323777,677095,4028,vacant,vacant,Vacant,EH5 1EY,323777,677095,160 LOWER GRANTON ROAD
323740,677145,4029,beauty treatments and holistic therapies,Beauty Harbour,Class 1,EH5 1GL,323740,677145,170 LOWER GRANTON ROAD
326404,672535,4030,beauty salon,Myra Crawford,Class 1,EH8 9PD,326404,672535,3A-3B LUTTON PLACE
326410,672537,4031,hairdressers,VIP,Class 1,EH8 9PD,326410,672537,3C LUTTON PLACE
327001,674383,4032,vacant,vacant,Vacant,EH7 5DN,327001,674383,3 LYNE STREET
324368,673847,4033,residential letting agency,Edinburgh Property Management,Class 2,EH3 7PX,324368,673847,1A(GF)-1B LYNEDOCH PLACE
324375,673855,4034,n/t/c,Sweetservice Newsagents,Class 1,EH3 7PX,324375,673855,2B LYNEDOCH PLACE
324370,673857,4035,hairdresser (gents),His Hair (Charlie Mearns),Class 1,EH3 7PX,324370,673857,2A LYNEDOCH PLACE
326294,676562,4036,furniture removal,Meadows International Removals,Class 2, ,326294,676562, 
326288,676571,4037,furniture removal,Meadows International Removals,Class 2,EH6 4AU,326288,676571,56-58 MADEIRA STREET
330449,672622,4038,hot food take-away,Marmaris Fry,SUI GENERIS,EH15 3DA,330449,672622,1/B MAGDALENE DRIVE
330454,672624,4039,hot food take-away (Chinese),Chinese Flavour,SUI GENERIS,EH15 3DA,330454,672624,1/C MAGDALENE DRIVE
330938,672739,4040,SUI GENERIS,U Save,Class 1,EH15 3DT,330938,672739,23A MAGDALENE DRIVE
330947,672740,4041,hairdressers,Amy's Hair & Beauty,Class 1,EH15 3DT,330947,672740,23B MAGDALENE DRIVE
330827,672674,4042,cafe,Alexander's,Class 1,EH15 3DZ,330827,672674,40 MAGDALENE DRIVE
330832,672675,4043,cafe,Alexander's Cafe,Class 3,EH15 3DZ,330832,672675,42 MAGDALENE DRIVE
330842,672677,4044,grocer (lic.),Magdalene Mini Market,Class 1,EH15 3DZ,330842,672677,44 MAGDALENE DRIVE
330859,672672,4045,n/t/c,no name on fascia,Class 1,EH15 3DZ,330859,672672,46 MAGDALENE DRIVE
330863,672665,4046,hot food take-away,Rayaan's Takeaway,SUI GENERIS,EH15 3DZ,330863,672665,48 MAGDALENE DRIVE
330864,672660,4047,hairdresser,Bluntz,Class 1,EH15 3DZ,330864,672660,50 MAGDALENE DRIVE
316367,666449,4048,public house,Malleny  Arms,SUI GENERIS,EH14 7EQ,316367,666449,15 MAIN STREET
316371,666431,4049,hot food take-away (Indian),Capital Tandoori,SUI GENERIS,EH14 7EQ,316371,666431,17 MAIN STREET
316375,666411,4050,hairdresser,Ian Cameron,Class 1,EH14 7EQ,316375,666411,27 MAIN STREET
316279,666500,4051,vacant,vacant,Vacant,EH14 7EH,316279,666500,4 MAIN STREET
316302,666484,4052,grocer / convenience store,Scotmid,Class 1,EH14 7EH,316302,666484,6 MAIN STREET
316336,666464,4053,public house & restaurant,Grey Horse Inn,SUI GENERIS,EH14 7EH,316336,666464,20-22 MAIN STREET
316344,666449,4054,chemist,Balerno Pharmacy,Class 1,EH14 7EH,316344,666449,24 MAIN STREET
316348,666443,4055,hardware,Balerno Hardware,Class 1,EH14 7EH,316348,666443,26 MAIN STREET
316353,666425,4056,dog grooming,Tufty Dog Grooming,Class 1,EH14 7EH,316353,666425,34 MAIN STREET
316354,666416,4057,post office / caf‚,Balerno Post Office / Letterbox Bistro,Class 1,EH14 7EH,316354,666416,36 MAIN STREET
316351,666404,4058,hairdressers,Head Quarters,Class 1,EH14 7EH,316351,666404,42 MAIN STREET
316350,666397,4059,hot food take-away (Chinese),Ying,SUI GENERIS,EH14 7EH,316350,666397,44 MAIN STREET
316349,666391,4060,vacant,vacant,Vacant,EH14 7EH,316349,666391,44B MAIN STREET
314419,677393,4061,joinery workshop,Dalmeny Joinery,Class 4, ,314419,677393, 
320562,675459,4062,optician,Black & Lizars,Class 1, ,320562,675459, 
320575,675459,4063,hot food take away,Mira's,SUI GENERIS,EH4 5BZ,320575,675459,"19 MAIN STREET, DAVIDSON'S MAINS"
320580,675459,4064,baker,Greggs,Class 1,EH4 5BZ,320580,675459,"21 MAIN STREET, DAVIDSON'S MAINS"
320587,675460,4065,public house,Ye Olde Inn,SUI GENERIS,EH4 5BZ,320587,675460,"23 MAIN STREET, DAVIDSON'S MAINS"
320623,675465,4066,bank,Clydesdale Bank,Class 2,EH4 5BZ,320623,675465,"29-33 MAIN STREET, DAVIDSON'S MAINS"
320659,675462,4067,public house,Norhet,SUI GENERIS,EH4 5BZ,320659,675462,"45 MAIN STREET, DAVIDSON'S MAINS"
320670,675462,4068,undertakers,Barcalys Funeral Service,Class 1,EH4 5BZ,320670,675462,"49 MAIN STREET, DAVIDSON'S MAINS"
320748,675465,4069,dental practice,Dental Practice,Class 2, ,320748,675465, 
320754,675465,4070,dental surgery,Dental Practice,Class 2, ,320754,675465, 
320762,675465,4071,hot food take away,Bangla Kitchen,SUI GENERIS,EH4 5AD,320762,675465,"67-69 MAIN STREET, DAVIDSON'S MAINS"
320785,675466,4072,veterinary surgeries,Indigo Sun / Vets for Pets,Class 2,EH4 5AD,320785,675466,"75 MAIN STREET, DAVIDSON'S MAINS"
320794,675466,4073,betting shop,Coral,Class 2,EH4 5AD,320794,675466,"77 MAIN STREET, DAVIDSON'S MAINS"
320827,675471,4074,beauty salon,Mains Beauty,Class 1,EH4 5AD,320827,675471,"83 MAIN STREET, DAVIDSON'S MAINS"
320859,675469,4075,solicitors & estate agents,ELP Arbuthnott McLanachan,Class 4,EH4 5AD,320859,675469,"89 MAIN STREET, DAVIDSON'S MAINS"
320562,675427,4076,charity shop,Chest Heart and Stroke Scotland Boutique,Class 1,EH4 5BY,320562,675427,"8 MAIN STREET, DAVIDSON'S MAINS"
320728,675438,4077,vacant,vacant,Vacant,EH4 5AA,320728,675438,"44 MAIN STREET, DAVIDSON'S MAINS"
320733,675438,4078,dry cleaner,Care Clean,Class 1,EH4 5AA,320733,675438,"46 MAIN STREET, DAVIDSON'S MAINS"
320735,675438,4079,novelty goods,Congradulations,Class 1,EH4 5AA,320735,675438,"48 MAIN STREET, DAVIDSON'S MAINS"
320750,675438,4080,ladies clothing,Change of 'A' Dress,Class 1,EH4 5AA,320750,675438,"50A MAIN STREET, DAVIDSON'S MAINS"
320763,675439,4081,n/t/c,McColls,Class 1,EH4 5AA,320763,675439,"54 MAIN STREET, DAVIDSON'S MAINS"
320777,675440,4082,chemist,Boots,Class 1,EH4 5AA,320777,675440,"58-60 MAIN STREET, DAVIDSON'S MAINS"
320790,675440,4083,charity shop,Cancer Research Campaign,Class 1,EH4 5AA,320790,675440,"64 MAIN STREET, DAVIDSON'S MAINS"
320795,675440,4084,hairdresser,D'Mains Hair,Class 1,EH4 5AA,320795,675440,"68 MAIN STREET, DAVIDSON'S MAINS"
320800,675439,4085,opticians,Ballantine Goldie,Class 1,EH4 5AA,320800,675439,"70 MAIN STREET, DAVIDSON'S MAINS"
320843,675443,4086,hot food take-away,Corbie Takeaway,SUI GENERIS,EH4 5AB,320843,675443,"72 MAIN STREET, DAVIDSON'S MAINS"
320879,675449,4087,public house,McKenzies,SUI GENERIS,EH4 5AB,320879,675449,"80 MAIN STREET, DAVIDSON'S MAINS"
312457,674592,4088,nursery,n/a,Class 2, ,312457,674592, 
312529,674579,4089,vacant,vacant,Vacant,EH29 9AE,312529,674579,27 MAIN STREET
312550,674578,4090,tanning & beauty salon,Bewitched Salon,Class 11,EH29 9AE,312550,674578,33 MAIN STREET
312555,674578,4091,hot food take-away (Chinese),Lucky House,SUI GENERIS,EH29 9AE,312555,674578,35 MAIN STREET
312312,674597,4092,hairdresser,George's,Class 1,EH29 9AA,312312,674597,12 MAIN STREET
312364,674586,4093,post office,Kirkliston Post Office,Class 1,EH29 9AA,312364,674586,22 MAIN STREET
312375,674584,4094,caf‚ / bistro,Carpe Diem,Class 3,EH29 9AA,312375,674584,28 MAIN STREET
312411,674576,4095,chemist,Well Pharmacy,Class 1,EH29 9AA,312411,674576,38 MAIN STREET
312469,674559,4096,Florist,Petals Florist,Class 1,EH29 9AB,312469,674559,66 MAIN STREET
313806,670682,4097,grocer (lic.) & n/t/c,Ratho Newsagent and Grocer,Class 1,EH28 8RT,313806,670682,77 MAIN STREET
326894,675724,4098,domestic appliance sales & service,Leith Domestic Appliances,Class 1,EH6 8LY,326894,675724,4 MANDERSTON STREET
319832,672883,4099,frozen food,Iceland,Class 1,EH12 7SN,319832,672883,10 MANSE ROAD
319880,672747,4100,hot food take-away (Chinese),Magic Kitchen,SUI GENERIS,EH12 7SS,319880,672747,60 MANSE ROAD
325706,674681,4101,charity,Waverley Care,Class 2,EH3 6NB,325706,674681,1-3 MANSFIELD PLACE
325690,674731,4102,financial advisers,Ethical Futures,Class 2,EH3 6NB,325690,674731,9 MANSFIELD PLACE
325460,672470,4103,lettings agent/solicitor,Umega,Class 2,EH9 1HN,325460,672470,1-1A MARCHMONT CRESCENT
325549,672302,4104,beauty salon,Allure,Class 1,EH9 1HQ,325549,672302,25 MARCHMONT CRESCENT
325551,672297,4105,charity shop,DebRA,Class 1,EH9 1HQ,325551,672297,27 MARCHMONT CRESCENT
325552,672293,4106,pottery sales & studio (paint your own),Doodles,Class 1,EH9 1HQ,325552,672293,29 MARCHMONT CRESCENT
325580,672302,4107,public house,Earl of Marchmont,SUI GENERIS,EH9 1HG,325580,672302,22 MARCHMONT CRESCENT
325580,672296,4108,cafe,The Pastures,Class 3,EH9 1HG,325580,672296,24 MARCHMONT CRESCENT
325580,672289,4109,bicycle shop,Laid Back Bikes,Class 1,EH9 1HG,325580,672289,28-30 MARCHMONT CRESCENT
325507,672119,4110,gift shop,Save the Date,Class 1,EH9 1HD,325507,672119,92 MARCHMONT CRESCENT
325504,672114,4111,internet caf‚,Caf‚ Artista,Class 3,EH9 1HD,325504,672114,94-96 MARCHMONT CRESCENT
325503,672110,4112,cafe,Century General Store,Class 3,EH9 1HD,325503,672110,100 MARCHMONT CRESCENT
325503,672107,4113,fishmonger,Shiela's,Class 1,EH9 1HD,325503,672107,102 MARCHMONT CRESCENT
325503,672105,4114,hairdresser and beaty salon,bdbu,Class 1,EH9 1HD,325503,672105,104 MARCHMONT CRESCENT
325461,672465,4115,beauty salon,Serene Beauty Therapy,Class 1,EH9 1HY,325461,672465,3 MARCHMONT ROAD
325461,672461,4116,home maintenance,Let Fix,Class 2,EH9 1HY,325461,672461,5 MARCHMONT ROAD
325462,672455,4117,hairdresser,March Hair,Class 1,EH9 1HY,325462,672455,7 MARCHMONT ROAD
325472,672364,4118,cafe,Garden,Class 3,EH9 1HY,325472,672364,27A MARCHMONT ROAD
325472,672361,4119,optician,Lyndsay Brown Optician,Class 1,EH9 1HY,325472,672361,27B MARCHMONT ROAD
325473,672357,4120,financial services - mortgage advisers,Mortgage Boutique,Class 2,EH9 1HY,325473,672357,27C MARCHMONT ROAD
325477,672317,4121,architects,Helen Lucas Architects,Class 2,EH9 1HU,325477,672317,31-35 MARCHMONT ROAD
325514,671977,4122,hairdresser (gents),Dukes of Marchmont Barbers,Class 1,EH9 1HA,325514,671977,123 MARCHMONT ROAD
325515,671973,4123,school tuition,Kip McGrath,Class 2, ,325515,671973, 
325439,672376,4124,sports eqipment,EZ Sports,Class 1,EH9 1HZ,325439,672376,22 MARCHMONT ROAD
325440,672369,4125,"hot food take-away (curries, pizzas, kebabs)",Kasbah,SUI GENERIS,EH9 1HZ,325440,672369,24 MARCHMONT ROAD
325441,672364,4126,chemist,Marchmont Pharmacy,Class 1,EH9 1HZ,325441,672364,26 MARCHMONT ROAD
325441,672358,4127,ladies clothing,Inspired Fabrics,Class 1,EH9 1HZ,325441,672358,30 MARCHMONT ROAD
325446,672325,4128,ousing advice to landlords (houses in multiple occupation),Complete Solutions,Class 4,EH9 1HX,325446,672325,32/38 MARCHMONT ROAD
325446,672320,4129,decorators and interior designers,Henderson & Paterson,Class 4,EH9 1HX,325446,672320,36 MARCHMONT ROAD
325446,672315,4130,letting agent,Nestival,Class 2,EH9 1HX,325446,672315,32/38 MARCHMONT ROAD
325465,672144,4131,hairdresser,The Edge,Class 1,EH9 1HR,325465,672144,94 MARCHMONT ROAD
325465,672140,4132,hot food take-away (fish & chips),Marchmont Take Away,SUI GENERIS,EH9 1HR,325465,672140,98 MARCHMONT ROAD
325466,672136,4133,cafe,St Cuthbert's,Class 3,EH9 1HR,325466,672136,100 MARCHMONT ROAD
325470,672101,4134,supermarket,J SAINSBURY PLC,Class 1,EH9 1BG,325470,672101,102-110 MARCHMONT ROAD
325480,672005,4135,grcoer / convenience store,Scotmid,Class 1,EH9 1AQ,325480,672005,126-128 MARCHMONT ROAD
325481,671997,4136,chiropodist,Marchmont Chiropody,Class 2, ,325481,671997, 
325481,671993,4137,solicitors & estate agents,Allingham & Co.,Class 2,EH9 1AQ,325481,671993,134 MARCHMONT ROAD
325482,671988,4138,drinks merchant,Cork & Cask,Class 1,EH9 1AQ,325482,671988,136 MARCHMONT ROAD
325482,671984,4139,greengrocer,D. Fraser McLeod,Class 1,EH9 1AQ,325482,671984,138 MARCHMONT ROAD
325482,671980,4140,chemist,W. King & Son,Class 1,EH9 1AQ,325482,671980,142 MARCHMONT ROAD
325483,671974,4141,vacant,vacant,Vacant,EH9 1AQ,325483,671974,144 MARCHMONT ROAD
325486,671962,4142,restaurant & caf‚,Toast,Class 3,EH9 1AQ,325486,671962,146-148 MARCHMONT ROAD
320214,677003,4143,vacant,vacant,Vacant,EH4 5ES,320214,677003,(50) MARINE DRIVE
327530,674429,4144,drug/alcohol testing,Nivha,Class 2,EH7 5TY,327530,674429,15 MARIONVILLE ROAD
327534,674429,4145,hot food take-away (Caribbean),Spoilt for Choice,SUI GENERIS,EH7 5TY,327534,674429,19 MARIONVILLE ROAD
327556,674433,4146,public house,The Hoppy,SUI GENERIS,EH7 5UD,327556,674433,21-23 MARIONVILLE ROAD
327583,674435,4147,n/t/c,Marionville Newsagent,Class 1,EH7 5UD,327583,674435,31 MARIONVILLE ROAD
327594,674437,4148,salt therapy,The Salt Cave,Class 2, ,327594,674437, 
327618,674439,4149,waste disposal office,Dirty Work Clearances,Class 4,EH7 6AG,327618,674439,37 MARIONVILLE ROAD
327799,674550,4150,Tai Chi studio,Taoist Tai Chi,Class 11,EH7 6AH,327799,674550,69 MARIONVILLE ROAD
327606,674413,4151,curtains,Curtain Boutique,Class 1,EH7 5UB,327606,674413,46 MARIONVILLE ROAD
322116,674493,4152,"chiropody, podiatry, osteopathy",Blackhall Podiatry & Chiropody + Osteopathic Clinic,Class 2,EH4 3NE,322116,674493,5 MARISCHAL PLACE
322108,674500,4153,grocer,Mace,Class 1,EH4 3NE,322108,674500,7 MARISCHAL PLACE
322083,674518,4154,post office,Blackhall Post Office,Class 1,EH4 3NF,322083,674518,11 MARISCHAL PLACE
322071,674519,4155,bicycles,Blackhall Cycles,Class 1,EH4 3NF,322071,674519,15 MARISCHAL PLACE
322087,674515,4156,educational,Le Studio,Class 10,EH4 3NF,322087,674515,10 MARISCHAL PLACE
322079,674521,4157,plumbers & electrical contractors,Mains Plumbing,Class 4,EH4 3NF,322079,674521,12 MARISCHAL PLACE
322075,674523,4158,caf‚,Caf‚ Citron,Class 3,EH4 3NF,322075,674523,14 MARISCHAL PLACE
322067,674515,4159,hot food take-away (Indian),Jaipur of India,SUI GENERIS,EH4 3NF,322067,674515,16 MARISCHAL PLACE
327144,676295,4160,vacant,vacant,Vacant,EH6 6SB,327144,676295,2 MARITIME STREET
325849,673759,4161,restaurant,City Art Centre Caf‚,Class 3,EH1 1DE,325849,673759,1 MARKET STREET
320214,677003,4162,public house,Belushis,SUI GENERIS,EH1 1DE,320214,677003,1A MARKET STREET
325759,673738,4163,public house,Doric Bar,SUI GENERIS,EH1 1DE,325759,673738,14-16 MARKET STREET
325743,673734,4164,public house,Hebrides Bar,SUI GENERIS,EH1 1DE,325743,673734,17 MARKET STREET
325977,673169,4165,vacant,vacant,Vacant,EH8 9BJ,325977,673169,27-29 MARSHALL STREET
325991,673174,4166,hairdresser,Graham Anthony Hairdressing,Class 1,EH8 9BJ,325991,673174,31 MARSHALL STREET
326002,673178,4167,butcher,Al Raheem Halal Meat,Class 1,EH8 9BJ,326002,673178,35 MARSHALL STREET
326002,673183,4168,cafe,ELEPHANTS & BAGELS LTD,Class 3,EH8 9BH,326002,673183,37 MARSHALL STREET
325999,673152,4169,hot food take away (Chinese),Li An Pu,SUI GENERIS,EH8 9BU,325999,673152,14 MARSHALL STREET
326005,673154,4170,hot food take-away,Beirut Express,SUI GENERIS,EH8 9BU,326005,673154,20 MARSHALL STREET
324277,674679,4171,restaurant,Scran & Scallie,Class 3,EH4 1JH,324277,674679,9-11 MARY'S PLACE
325994,670986,4172,floor coverings,Floors,Class 1,EH9 3EP,325994,670986,1 MAURICE PLACE
324520,671043,4173,public house,Bennets of Morningside,SUI GENERIS,EH10 5HT,324520,671043,1A MAXWELL STREET
318552,674917,4174,vacant,vacant,Vacant,EH4 8DX,318552,674917,(B) MAYBURY ROAD
326874,671539,4175,security systems,Castle Security Group Ltd.,Class 4,EH9 2BY,326874,671539,34 MAYFIELD GARDENS
326877,671535,4176,"medical equipment suppliers (stethoscopes, diagnostic sets etc.)",Horizon Medical Technologies,Class 2,EH9 2BY,326877,671535,36 MAYFIELD GARDENS
326878,671531,4177,hot food take-away (Indian),Delhi Diner,SUI GENERIS,EH9 2BY,326878,671531,38 MAYFIELD GARDENS
326879,671528,4178,office - cultural activities,Edinburgh People's Theatre,Class 2, ,326879,671528, 
326614,671470,4179,plumbers,Postcode Plumbers,Class 2,EH9 3AA,326614,671470,55 MAYFIELD ROAD
326619,671452,4180,chemist,Well Pharmacy,Class 1,EH9 3AA,326619,671452,55A-57A MAYFIELD ROAD
326616,671464,4181,n/t/c,Mini Market,Class 1,EH9 3AA,326616,671464,59 MAYFIELD ROAD
326621,671447,4182,hairdressers (gents),Barbers Inc.,Class 1,EH9 3AA,326621,671447,59A MAYFIELD ROAD
326618,671459,4183,hot food take-away,Pacific Fish & Chips,SUI GENERIS,EH9 3AA,326618,671459,61 MAYFIELD ROAD
326630,671446,4184,vacant,vacant,Vacant,EH9 3AA,326630,671446,61A MAYFIELD ROAD
326623,671443,4185,joiner,David Kent Joinery,Class 4,EH9 3AA,326623,671443,63 MAYFIELD ROAD
326627,671435,4186,cafe,Smith's,Class 3,EH9 3AA,326627,671435,65 MAYFIELD ROAD
326630,671429,4187,hot food take-away (Chinese),Your Kitchen,SUI GENERIS,EH9 3AA,326630,671429,67 MAYFIELD ROAD
326632,671425,4188,hot food take-away (Bangladeshi),Mango Tree,SUI GENERIS,EH9 3AA,326632,671425,69(01) MAYFIELD ROAD
326632,671425,4189,art gallery,SF Gallery & Fine Arts,Class 1,EH9 3AA,326632,671425,69C MAYFIELD ROAD
326638,671346,4190,grocer & n/t/c,A.P Saville Stores,Class 1,EH9 3AF,326638,671346,86-88 MAYFIELD ROAD
326641,671339,4191,hairdresser (ladies & gents),Jaxx,Class 1,EH9 3AF,326641,671339,92 MAYFIELD ROAD
326643,671335,4192,florist,Simply Flowers,Class 1,EH9 3AF,326643,671335,94 MAYFIELD ROAD
327066,670376,4193,public house & restaurant,Braidburn Inn,SUI GENERIS,EH9 3BE,327066,670376,(200) MAYFIELD ROAD
326022,675086,4194,cash & carry,Batley's,Class 1,EH7 4NH,326022,675086,30 MCDONALD PLACE
326288,674965,4195,grocer,Cooperative,Class 1,EH7 4LU,326288,674965,8 MCDONALD ROAD
319346,672914,4196,Restaurant (American),Redwood Bistro,Class 3,EH12 7TZ,319346,672914,1 MEADOW PLACE ROAD
319364,672855,4197,Undertakers,DIGNITY FUNERALS LTD T/A BARCLAYS FUNERAL SERVICE,Class 1,EH12 7TZ,319364,672855,3-3A MEADOW PLACE ROAD
319338,672782,4198,golfing equipment,American Golf Discount Centre,Class 1,EH12 7UQ,319338,672782,16 MEADOW PLACE ROAD
319230,672682,4199,supermarket - large,Tesco Extra,Class 1,EH12 7UQ,319230,672682,30 MEADOW PLACE ROAD
319205,672707,4200,Bank,Tesco Bank,Class 2,EH12 7UQ,319205,672707,30(2) MEADOW PLACE ROAD
327825,674145,4201,vacant,vacant,Vacant,EH8 8JE,327825,674145,1 MEADOWBANK
327964,674170,4202,advertising agency,The Covey Agency,Class 2,EH8 7AP,327964,674170,1 MEADOWBANK AVENUE
327953,674178,4203,Hairdresser,Kute Kutz,Class 1,EH8 7AP,327953,674178,4 MEADOWBANK AVENUE
327984,674184,4204,civil engineers,McColl Associates,Class 2,EH8 7AW,327984,674184,1 MEADOWBANK PLACE
327995,674185,4205,clothing alterations,Tailor Made for Style,Class 1,EH8 7AW,327995,674185,5 MEADOWBANK PLACE
328000,674185,4206,n/t/c,The Paper Rack,Class 1,EH8 7AW,328000,674185,9 MEADOWBANK PLACE
328004,674185,4207,domestic appliance electrical repairs,Willow Brae Service Centre,Class 1,EH8 7AW,328004,674185,4 MEADOWBANK PLACE
328013,674184,4208,hot food take-away,Loonwah,SUI GENERIS,EH8 7AW,328013,674184,8 MEADOWBANK PLACE
327962,674180,4209,Beauty Salon,Frost,Class 1,EH8 7AR,327962,674180,1 MEADOWBANK TERRACE
327957,674179,4210,physiotherapy clinic,Meadowbank Clinic,Class 2,EH8 7AR,327957,674179,2-3 MEADOWBANK TERRACE
327835,674125,4211,solicitors,Hunter Solicitors,Class 2,EH8 7AS,327835,674125,26-28 MEADOWBANK TERRACE
325696,674963,4212,esidential letting & property management,KCLS Property Management,Class 2,EH7 4BU,325696,674963,2 MELGUND TERRACE
325460,672579,4213,takeaway food,The Meadow Box,SUI GENERIS,EH9 1JZ,325460,672579,100 MELVILLE DRIVE
324468,673791,4214,vacant,vacant,Vacant,EH3 7PR,324468,673791,1-2 MELVILLE PLACE
324464,673796,4215,public house,The West Room,SUI GENERIS,EH3 7PR,324464,673796,3 MELVILLE PLACE
324458,673799,4216,letting agency,Direct Lettings,Class 2,EH3 7PR,324458,673799,5-6 MELVILLE PLACE
324451,673804,4217,vacant,vacant,Vacant,EH3 7PR,324451,673804,7-8 MELVILLE PLACE
324445,673807,4218,caf‚ and bakery,The Caffeine Drip,Class 3,EH3 7PR,324445,673807,10 MELVILLE PLACE
324443,673808,4219,hairdresser,Mathew Watt,Class 1,EH3 7PR,324443,673808,12 MELVILLE PLACE
324440,673810,4220,hairdresser (gents),Boombarbers,Class 1,EH3 7PR,324440,673810,13 MELVILLE PLACE
324438,673811,4221,public house,Sainte Mhath,SUI GENERIS,EH3 7PR,324438,673811,13A-14 MELVILLE PLACE
326200,672491,4222,Grocers,Best One,Class 1,EH9 1ND,326200,672491,1-3 MELVILLE TERRACE
326193,672490,4223,"computer repairs, internet, e-mail",Edinburgh Computer Repairs,Class 1,EH9 1ND,326193,672490,5 MELVILLE TERRACE
